,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
994,Female,No,31,Yes,Artist,14.0,0.0,2.0
996,Male,Yes,56,Yes,Artist,1.0,0.0,4.0
997,Male,Yes,83,No,Lawyer,8.0,2.0,2.0
1000,Female,Yes,71,Yes,Doctor,1.0,1.0,2.0
1001,Male,Yes,50,No,Artist,0.0,0.0,4.0
1002,Male,No,31,Yes,Artist,4.0,0.0,5.0
1003,Male,Yes,60,No,Entertainment,0.0,1.0,6.0
1005,Male,Yes,49,Yes,Doctor,0.0,1.0,6.0
1006,Male,Yes,74,Yes,Lawyer,9.0,0.0,1.0
1007,Male,Yes,51,Yes,Artist,1.0,1.0,6.0
1008,Male,Yes,61,No,Entertainment,0.0,0.0,2.0
1009,Male,No,46,Yes,Engineer,0.0,0.0,3.0
1010,Male,Yes,39,No,Doctor,2.0,1.0,2.0
1012,Female,Yes,31,Yes,Artist,1.0,1.0,2.0
1013,Male,Yes,39,Yes,Executive,4.0,2.0,3.0
1014,Female,Yes,48,No,Doctor,1.0,2.0,2.0
1016,Female,No,31,Yes,Healthcare,,0.0,1.0
1017,Female,No,32,Yes,Healthcare,0.0,0.0,5.0
1018,Female,Yes,55,No,Engineer,0.0,0.0,1.0
1019,Male,Yes,46,Yes,Artist,0.0,2.0,2.0
1020,Male,Yes,53,Yes,Doctor,,1.0,2.0
1023,Male,Yes,33,No,Executive,1.0,1.0,2.0
1024,Female,Yes,29,No,Engineer,5.0,0.0,2.0
1026,Male,No,25,No,Doctor,1.0,0.0,1.0
1028,Male,No,48,Yes,Artist,1.0,0.0,2.0
1031,Male,Yes,65,Yes,Entertainment,2.0,1.0,3.0
1032,Male,Yes,87,No,Lawyer,1.0,0.0,1.0
1037,Male,No,18,No,Marketing,1.0,0.0,9.0
1041,Male,No,31,No,Healthcare,4.0,0.0,4.0
1042,Male,Yes,63,No,Artist,0.0,1.0,2.0
1044,Male,No,73,No,Engineer,0.0,0.0,2.0
1045,Female,Yes,39,No,Engineer,0.0,0.0,2.0
1047,Male,No,31,Yes,Artist,0.0,0.0,5.0
1048,Male,Yes,43,No,Artist,0.0,1.0,4.0
1049,Male,Yes,52,No,Artist,0.0,1.0,3.0
1050,Female,Yes,63,Yes,Doctor,0.0,1.0,3.0
1052,Male,Yes,35,Yes,Healthcare,1.0,0.0,7.0
1053,Female,Yes,32,No,Entertainment,,1.0,2.0
1054,Female,Yes,39,Yes,Homemaker,9.0,2.0,4.0
1055,Female,No,25,No,Healthcare,1.0,0.0,6.0
1058,Male,Yes,36,No,Executive,0.0,1.0,5.0
1059,Female,Yes,35,Yes,Doctor,,0.0,2.0
1061,Female,Yes,52,Yes,Artist,2.0,1.0,5.0
1063,Female,Yes,57,No,Homemaker,,2.0,2.0
1064,Female,No,30,Yes,Entertainment,1.0,0.0,3.0
1066,Male,Yes,66,Yes,Engineer,3.0,2.0,2.0
1067,Female,Yes,62,Yes,Artist,9.0,1.0,5.0
1068,Female,Yes,36,Yes,Artist,4.0,0.0,1.0
1069,Male,No,33,No,Engineer,0.0,0.0,3.0
1070,Male,No,28,No,Healthcare,0.0,0.0,8.0
1071,Female,Yes,48,Yes,Artist,3.0,1.0,2.0
1073,Female,Yes,27,No,Doctor,1.0,0.0,2.0
1074,Female,Yes,71,No,Marketing,0.0,2.0,2.0
1077,Female,Yes,39,No,Entertainment,0.0,0.0,4.0
1079,Female,No,29,No,Engineer,9.0,0.0,8.0
1080,Female,No,33,Yes,Artist,7.0,0.0,7.0
1082,Male,Yes,25,No,Engineer,4.0,1.0,3.0
1083,Female,Yes,43,No,Engineer,2.0,1.0,3.0
1084,Female,Yes,52,No,Doctor,4.0,0.0,1.0
1085,Male,Yes,41,No,Executive,0.0,2.0,7.0
1086,Female,Yes,27,No,Doctor,,2.0,6.0
1087,Female,Yes,39,No,Engineer,1.0,1.0,5.0
1088,Male,No,32,No,Doctor,3.0,0.0,7.0
1090,Male,Yes,58,No,Artist,1.0,2.0,2.0
1092,Female,No,31,Yes,Engineer,0.0,0.0,6.0
1093,Female,Yes,43,No,Engineer,,1.0,4.0
1094,Female,Yes,63,No,Marketing,,1.0,6.0
1096,Male,Yes,37,No,Artist,0.0,1.0,6.0
1097,Female,Yes,31,Yes,Homemaker,9.0,1.0,2.0
1098,Female,No,38,Yes,Artist,4.0,0.0,1.0
1099,Female,Yes,41,Yes,Entertainment,,2.0,6.0
1100,Female,Yes,45,Yes,Artist,3.0,1.0,3.0
1101,Male,Yes,35,Yes,Doctor,,1.0,4.0
1102,Female,Yes,43,No,Engineer,1.0,0.0,5.0
1104,Male,No,26,No,Homemaker,14.0,0.0,3.0
1105,Female,Yes,39,No,Artist,,1.0,2.0
1106,Male,Yes,49,No,Artist,1.0,2.0,2.0
1107,Male,Yes,47,No,Artist,0.0,1.0,2.0
1108,Male,Yes,53,No,Entertainment,1.0,1.0,4.0
1109,Male,Yes,52,Yes,Executive,5.0,2.0,5.0
1110,Female,Yes,66,No,Lawyer,0.0,1.0,2.0
1111,Male,No,26,No,Entertainment,6.0,0.0,2.0
1112,Male,Yes,38,Yes,Marketing,,0.0,5.0
1113,Female,No,25,No,Homemaker,,0.0,4.0
1114,Female,Yes,53,No,Artist,8.0,1.0,2.0
1115,Female,Yes,87,No,Lawyer,0.0,2.0,2.0
1116,Male,No,28,No,Healthcare,1.0,0.0,2.0
1117,Female,Yes,37,Yes,Artist,7.0,2.0,3.0
1118,Female,Yes,42,Yes,Artist,,0.0,1.0
1119,Female,Yes,25,No,Artist,1.0,1.0,2.0
1120,Female,Yes,33,No,Engineer,6.0,0.0,3.0
1121,Female,No,33,Yes,Healthcare,,0.0,3.0
1123,Male,No,33,No,Healthcare,2.0,0.0,4.0
1125,Male,No,32,No,Doctor,6.0,0.0,4.0
1126,Female,No,25,No,Healthcare,,0.0,1.0
1127,Female,No,18,No,Healthcare,1.0,0.0,2.0
1128,Female,No,22,No,Engineer,0.0,0.0,4.0
1134,Female,Yes,42,Yes,Engineer,,1.0,5.0
1135,Male,Yes,47,No,Entertainment,1.0,1.0,3.0
1136,Male,Yes,45,No,Homemaker,,1.0,4.0
1137,Male,No,32,No,Healthcare,,0.0,2.0
1138,Male,Yes,41,No,Executive,5.0,2.0,3.0
1140,Male,Yes,37,No,Executive,9.0,2.0,4.0
1141,Female,Yes,20,No,Engineer,8.0,1.0,2.0
1142,Female,Yes,73,Yes,Lawyer,3.0,0.0,1.0
1143,Male,Yes,51,Yes,Artist,0.0,1.0,3.0
1144,Male,Yes,18,Yes,Engineer,,1.0,4.0
1148,Male,Yes,31,Yes,Homemaker,2.0,0.0,2.0
1149,Female,Yes,33,Yes,Homemaker,1.0,0.0,3.0
1150,Male,No,21,No,Healthcare,9.0,0.0,6.0
1151,Male,Yes,51,Yes,Doctor,5.0,1.0,7.0
1156,Female,No,32,Yes,Engineer,9.0,0.0,4.0
1157,Female,No,30,Yes,Healthcare,8.0,0.0,1.0
1158,Male,Yes,61,Yes,Doctor,1.0,0.0,1.0
1159,Male,Yes,43,No,Entertainment,0.0,1.0,4.0
1160,Male,No,25,Yes,Doctor,8.0,0.0,1.0
1162,Female,Yes,53,No,Engineer,12.0,0.0,2.0
1163,Male,Yes,55,Yes,Doctor,0.0,2.0,2.0
1164,Female,Yes,42,No,Engineer,0.0,0.0,3.0
1165,Female,No,26,Yes,Marketing,11.0,0.0,1.0
1167,Male,Yes,39,Yes,Artist,4.0,1.0,4.0
1169,Male,Yes,69,Yes,Entertainment,,1.0,2.0
1171,Female,No,26,Yes,Artist,4.0,0.0,4.0
1172,Male,Yes,51,No,Executive,0.0,2.0,5.0
1173,Male,Yes,30,No,Homemaker,8.0,1.0,2.0
1174,Female,Yes,28,No,Homemaker,,1.0,2.0
1175,Female,No,33,No,Homemaker,8.0,0.0,2.0
1177,Male,No,71,No,Lawyer,,0.0,2.0
1178,Male,Yes,42,Yes,Executive,5.0,2.0,3.0
1179,Male,Yes,71,Yes,Lawyer,2.0,0.0,1.0
1180,Male,Yes,35,No,Artist,6.0,1.0,5.0
1181,Male,No,28,No,Marketing,0.0,0.0,5.0
1182,Male,Yes,31,Yes,Artist,1.0,1.0,2.0
1183,Male,Yes,43,Yes,Artist,2.0,1.0,3.0
1184,Female,Yes,77,No,Lawyer,0.0,2.0,2.0
1185,Female,Yes,71,Yes,Engineer,0.0,0.0,1.0
1187,Female,No,26,No,Homemaker,9.0,0.0,1.0
1188,Male,Yes,40,No,Doctor,4.0,1.0,4.0
1191,Male,No,26,Yes,Healthcare,1.0,0.0,6.0
1192,Female,Yes,57,Yes,Engineer,,2.0,3.0
1194,Female,Yes,36,No,Artist,,1.0,3.0
1195,Male,Yes,52,No,Entertainment,10.0,1.0,4.0
1196,Male,Yes,42,Yes,Artist,3.0,1.0,2.0
1199,Female,Yes,43,No,Homemaker,7.0,0.0,1.0
1200,Male,No,43,Yes,Artist,,0.0,1.0
1201,Male,No,25,No,Doctor,0.0,0.0,4.0
1202,Male,Yes,52,Yes,Executive,1.0,2.0,3.0
1203,Female,No,28,Yes,Homemaker,9.0,0.0,1.0
1204,Male,Yes,56,Yes,Entertainment,0.0,1.0,4.0
1205,Male,Yes,38,No,Executive,12.0,2.0,7.0
1206,Male,Yes,83,No,Lawyer,1.0,2.0,2.0
1207,Male,Yes,82,Yes,Lawyer,,2.0,2.0
1208,Male,Yes,32,Yes,Homemaker,8.0,0.0,2.0
1209,Female,No,35,Yes,Homemaker,12.0,0.0,1.0
1210,Male,Yes,40,Yes,Marketing,0.0,0.0,2.0
1211,Female,No,25,Yes,Homemaker,13.0,0.0,1.0
1212,Female,Yes,39,Yes,Artist,,1.0,3.0
1215,Male,No,33,No,Artist,0.0,0.0,4.0
1216,Male,No,28,Yes,Artist,6.0,0.0,3.0
1218,Male,No,30,Yes,Artist,8.0,0.0,2.0
1219,Female,Yes,84,Yes,Lawyer,1.0,2.0,2.0
1220,Male,Yes,48,Yes,Executive,6.0,2.0,4.0
1222,Female,Yes,37,Yes,Homemaker,8.0,0.0,1.0
1223,Male,Yes,38,Yes,Engineer,11.0,1.0,3.0
1224,Female,No,28,Yes,Doctor,,0.0,3.0
1225,Male,Yes,86,Yes,Lawyer,,0.0,1.0
1226,Female,No,35,No,Homemaker,9.0,0.0,1.0
1227,Male,No,35,No,Entertainment,0.0,0.0,2.0
1228,Female,Yes,46,No,Lawyer,0.0,0.0,1.0
1230,Male,Yes,63,Yes,Lawyer,5.0,2.0,2.0
1231,Female,Yes,50,Yes,Doctor,,2.0,3.0
1232,Female,No,35,Yes,Entertainment,0.0,0.0,1.0
1233,Male,Yes,65,No,Doctor,,0.0,1.0
1234,Male,Yes,50,No,Artist,0.0,1.0,4.0
1235,Female,No,27,No,Homemaker,,0.0,2.0
1236,Male,Yes,45,Yes,Executive,0.0,2.0,3.0
1237,Female,No,36,Yes,Homemaker,0.0,0.0,4.0
1238,Male,Yes,43,No,Entertainment,11.0,1.0,2.0
1239,Male,Yes,62,Yes,Marketing,1.0,2.0,5.0
1240,Male,Yes,57,Yes,Artist,2.0,1.0,2.0
1241,Male,No,51,No,Marketing,9.0,0.0,1.0
1243,Female,Yes,27,No,Artist,0.0,0.0,4.0
1244,Female,Yes,83,No,Lawyer,,2.0,2.0
1245,Male,Yes,50,Yes,Entertainment,6.0,0.0,3.0
1246,Male,Yes,75,Yes,Executive,1.0,2.0,3.0
1247,Male,No,28,No,Executive,2.0,0.0,2.0
1249,Female,Yes,69,Yes,Doctor,0.0,1.0,2.0
1251,Female,Yes,28,Yes,Healthcare,0.0,0.0,5.0
1252,Female,Yes,39,No,Entertainment,1.0,2.0,3.0
1255,Female,Yes,41,No,Engineer,0.0,0.0,4.0
1256,Male,Yes,49,Yes,Doctor,5.0,1.0,3.0
1257,Female,Yes,52,Yes,Artist,8.0,0.0,2.0
1258,Female,Yes,48,No,Entertainment,2.0,1.0,2.0
1259,Female,No,26,Yes,Healthcare,7.0,0.0,2.0
1260,Female,Yes,72,Yes,Engineer,1.0,0.0,1.0
1264,Male,No,39,No,Entertainment,1.0,0.0,1.0
1266,Male,Yes,37,No,Entertainment,8.0,1.0,3.0
1267,Male,Yes,51,No,Entertainment,0.0,0.0,2.0
1268,Male,Yes,48,No,Engineer,1.0,1.0,3.0
1271,Female,Yes,45,No,Engineer,0.0,1.0,3.0
1272,Female,No,29,No,Engineer,5.0,0.0,2.0
1273,Female,Yes,47,No,Doctor,1.0,0.0,1.0
1274,Male,Yes,41,Yes,Entertainment,8.0,1.0,2.0
1275,Female,Yes,32,No,Homemaker,9.0,1.0,4.0
1276,Male,Yes,31,No,Marketing,2.0,0.0,3.0
1278,Female,Yes,46,Yes,Artist,0.0,1.0,3.0
1281,Female,Yes,68,Yes,Artist,1.0,1.0,2.0
1282,Male,Yes,29,No,Homemaker,9.0,0.0,1.0
1283,Male,Yes,41,Yes,Entertainment,3.0,1.0,2.0
1284,Male,Yes,50,No,Executive,0.0,0.0,5.0
1285,Male,Yes,38,Yes,Entertainment,9.0,1.0,2.0
1286,Male,Yes,37,No,Executive,,1.0,2.0
1287,Female,Yes,30,No,Engineer,6.0,0.0,2.0
1288,Female,Yes,63,Yes,Engineer,1.0,0.0,1.0
1289,Male,Yes,42,Yes,Artist,6.0,1.0,2.0
1291,Female,Yes,60,Yes,Engineer,,2.0,4.0
1292,Male,Yes,46,Yes,Engineer,1.0,0.0,2.0
1294,Male,Yes,27,Yes,Healthcare,3.0,0.0,2.0
1298,Female,No,28,Yes,Doctor,0.0,0.0,6.0
1299,Male,No,28,Yes,Doctor,,0.0,1.0
1300,Male,Yes,28,No,Entertainment,0.0,0.0,2.0
1302,Female,Yes,53,No,Engineer,0.0,1.0,6.0
1303,Female,Yes,35,Yes,Doctor,0.0,0.0,2.0
1304,Female,No,21,Yes,Healthcare,3.0,0.0,4.0
1305,Male,No,30,Yes,Healthcare,6.0,0.0,4.0
1306,Female,Yes,46,Yes,Artist,2.0,0.0,1.0
1307,Female,No,36,Yes,Engineer,3.0,0.0,4.0
1308,Female,Yes,38,Yes,Artist,4.0,2.0,3.0
1309,Female,Yes,26,No,Marketing,1.0,1.0,2.0
1310,Female,Yes,45,Yes,Doctor,1.0,0.0,1.0
1311,Female,Yes,46,Yes,Executive,5.0,2.0,2.0
1312,Male,No,25,Yes,Doctor,0.0,0.0,1.0
1313,Male,No,27,No,Marketing,0.0,0.0,7.0
1314,Female,Yes,42,Yes,Doctor,6.0,0.0,1.0
1316,Male,Yes,55,Yes,Doctor,6.0,0.0,1.0
1317,Male,No,25,No,Marketing,,0.0,1.0
1318,Male,Yes,27,No,Doctor,,2.0,2.0
1319,Male,No,31,No,Marketing,0.0,0.0,4.0
1320,Female,Yes,38,No,Entertainment,6.0,1.0,5.0
1321,Male,Yes,43,Yes,Entertainment,,1.0,2.0
1322,Female,Yes,59,Yes,Artist,2.0,2.0,3.0
1323,Male,Yes,61,No,Executive,1.0,1.0,3.0
1324,Female,Yes,27,Yes,Engineer,1.0,0.0,2.0
1325,Male,Yes,26,No,Executive,1.0,2.0,5.0
1330,Male,Yes,59,Yes,Lawyer,,2.0,2.0
1331,Male,Yes,57,No,Engineer,1.0,1.0,2.0
1334,Male,No,30,No,Doctor,,0.0,4.0
1335,Female,Yes,43,No,Engineer,0.0,1.0,4.0
1341,Male,Yes,30,No,Executive,1.0,2.0,2.0
1342,Male,Yes,27,Yes,Doctor,8.0,1.0,3.0
1344,Male,Yes,47,Yes,Executive,0.0,0.0,2.0
1345,Male,Yes,35,Yes,Executive,1.0,2.0,4.0
1346,Male,Yes,25,Yes,Entertainment,0.0,0.0,2.0
1347,Female,Yes,25,No,Artist,0.0,0.0,3.0
1348,Male,No,38,No,Artist,1.0,0.0,1.0
1349,Female,No,32,No,Engineer,0.0,0.0,3.0
1350,Male,Yes,48,No,Executive,1.0,2.0,6.0
1351,Female,No,38,No,Artist,10.0,0.0,1.0
1353,Male,No,42,Yes,Marketing,,0.0,1.0
1354,Female,Yes,85,Yes,Artist,1.0,2.0,2.0
1356,Female,No,31,Yes,Doctor,1.0,0.0,2.0
1357,Female,No,20,No,Healthcare,3.0,0.0,4.0
1359,Male,No,33,Yes,Artist,8.0,0.0,2.0
1360,Female,No,52,No,Artist,5.0,0.0,1.0
1362,Female,No,21,No,Healthcare,9.0,0.0,5.0
1363,Female,No,42,Yes,Engineer,0.0,0.0,1.0
1364,Female,Yes,35,Yes,Homemaker,,1.0,4.0
1365,Male,Yes,39,Yes,Artist,0.0,1.0,4.0
1366,Female,Yes,41,Yes,Doctor,1.0,1.0,2.0
1368,Male,No,22,No,Healthcare,0.0,0.0,1.0
1369,Female,Yes,25,No,Engineer,2.0,0.0,2.0
1370,Female,No,20,No,Healthcare,4.0,0.0,5.0
1373,Male,No,21,No,Marketing,0.0,0.0,4.0
1374,Female,No,25,No,Healthcare,1.0,0.0,4.0
1375,Female,Yes,60,Yes,Artist,,1.0,2.0
1376,Female,Yes,46,No,Engineer,0.0,1.0,5.0
1379,Male,No,27,Yes,Doctor,0.0,0.0,3.0
1380,Male,Yes,59,Yes,Executive,1.0,2.0,4.0
1383,Female,Yes,32,No,Doctor,1.0,1.0,2.0
1384,Male,No,33,No,Healthcare,0.0,0.0,6.0
1385,Male,No,28,Yes,Healthcare,0.0,0.0,3.0
1386,Female,No,30,Yes,Healthcare,0.0,0.0,3.0
1388,Female,No,41,No,Engineer,3.0,0.0,3.0
1389,Male,Yes,42,Yes,Artist,13.0,0.0,2.0
1390,Female,Yes,45,Yes,Doctor,1.0,1.0,4.0
1391,Female,No,39,Yes,Artist,1.0,0.0,2.0
1392,Female,No,29,No,Engineer,0.0,0.0,1.0
1393,Male,Yes,46,Yes,Entertainment,1.0,1.0,3.0
1394,Female,Yes,26,Yes,Marketing,5.0,2.0,4.0
1395,Female,No,26,Yes,Healthcare,,0.0,4.0
1396,Female,Yes,41,Yes,Doctor,1.0,0.0,2.0
1397,Female,Yes,38,Yes,Marketing,9.0,0.0,3.0
1400,Female,No,40,No,Artist,0.0,0.0,1.0
1401,Male,No,25,No,Engineer,9.0,0.0,3.0
1402,Male,Yes,59,No,Artist,1.0,1.0,2.0
1404,Female,No,33,Yes,Artist,0.0,0.0,4.0
1405,Male,Yes,56,Yes,Executive,8.0,2.0,2.0
1409,Female,Yes,28,No,Doctor,0.0,1.0,6.0
1411,Male,Yes,41,No,Executive,1.0,1.0,3.0
1412,Male,Yes,37,Yes,Artist,0.0,2.0,3.0
1416,Female,No,30,Yes,Healthcare,1.0,0.0,5.0
1417,Male,Yes,66,No,Executive,0.0,1.0,2.0
1418,Male,Yes,28,Yes,Artist,1.0,1.0,3.0
1419,Male,Yes,49,Yes,Entertainment,0.0,1.0,3.0
1421,Male,Yes,27,Yes,Artist,9.0,1.0,2.0
1422,Female,Yes,35,No,Engineer,1.0,0.0,1.0
1423,Male,Yes,33,Yes,Healthcare,0.0,1.0,2.0
1424,Female,Yes,36,Yes,Artist,2.0,1.0,2.0
1425,Female,No,27,Yes,Artist,9.0,0.0,1.0
1426,Female,No,29,No,Healthcare,,0.0,2.0
1427,Female,No,31,No,Engineer,1.0,0.0,5.0
1430,Male,Yes,47,No,Executive,1.0,0.0,4.0
1431,Female,No,42,No,Engineer,,0.0,1.0
1432,Female,No,33,Yes,Healthcare,,0.0,5.0
1433,Female,No,36,Yes,Artist,1.0,0.0,4.0
1434,Female,No,30,Yes,Engineer,1.0,0.0,3.0
1435,Male,Yes,60,Yes,Artist,9.0,0.0,1.0
1438,Female,No,28,No,Healthcare,7.0,0.0,3.0
1439,Male,Yes,46,Yes,Healthcare,2.0,2.0,4.0
1441,Male,Yes,28,Yes,Artist,8.0,0.0,2.0
1442,Male,Yes,30,Yes,Entertainment,7.0,0.0,2.0
1444,Female,Yes,46,Yes,Engineer,1.0,1.0,4.0
1445,Male,Yes,37,No,Engineer,0.0,1.0,2.0
1446,Female,No,25,Yes,Engineer,2.0,0.0,3.0
1448,Male,No,32,No,Marketing,0.0,0.0,4.0
1449,Female,Yes,50,Yes,Engineer,1.0,2.0,4.0
1450,Male,Yes,43,No,Artist,3.0,1.0,3.0
1452,Male,Yes,61,No,Healthcare,0.0,2.0,4.0
1453,Male,Yes,39,Yes,Artist,5.0,1.0,2.0
1457,Female,No,28,No,Artist,0.0,0.0,1.0
1460,Male,Yes,82,Yes,Executive,1.0,0.0,1.0
1461,Female,No,18,No,Healthcare,1.0,0.0,8.0
1462,Female,No,18,No,Engineer,0.0,0.0,4.0
1466,Female,Yes,69,Yes,Artist,1.0,1.0,3.0
1467,Female,No,29,No,Artist,1.0,0.0,6.0
1468,Male,No,68,Yes,Entertainment,1.0,0.0,2.0
1469,Male,No,33,No,Healthcare,4.0,0.0,3.0
1470,Male,Yes,38,No,Executive,3.0,2.0,5.0
1471,Male,Yes,52,No,Entertainment,1.0,1.0,3.0
1472,Male,Yes,28,Yes,Artist,1.0,0.0,2.0
1473,Female,No,27,No,Healthcare,1.0,0.0,5.0
1474,Female,No,28,No,Engineer,0.0,0.0,4.0
1475,Female,Yes,25,No,Engineer,7.0,2.0,3.0
1476,Female,No,30,Yes,Artist,8.0,0.0,1.0
1478,Female,No,25,Yes,Artist,0.0,0.0,9.0
1479,Female,No,30,Yes,Artist,5.0,0.0,1.0
1480,Female,Yes,43,No,Engineer,0.0,1.0,2.0
1482,Female,Yes,37,No,Entertainment,0.0,1.0,3.0
1483,Female,No,28,No,Healthcare,1.0,0.0,5.0
1484,Female,Yes,31,No,Marketing,1.0,0.0,5.0
1486,Female,Yes,47,Yes,Artist,5.0,1.0,4.0
1487,Male,No,28,No,Healthcare,1.0,0.0,4.0
1488,Male,No,30,No,Healthcare,0.0,0.0,1.0
1489,Female,Yes,29,Yes,Entertainment,1.0,2.0,1.0
1490,Male,No,23,No,Artist,2.0,0.0,5.0
1491,Female,No,22,No,Healthcare,1.0,0.0,5.0
1493,Male,No,22,No,Entertainment,1.0,0.0,4.0
1498,Female,Yes,38,Yes,Artist,8.0,0.0,2.0
1500,Female,No,38,Yes,Homemaker,4.0,0.0,1.0
1501,Female,No,29,Yes,Healthcare,0.0,0.0,3.0
1502,Female,Yes,35,No,Entertainment,4.0,0.0,1.0
1505,Female,No,32,Yes,Doctor,0.0,0.0,1.0
1506,Female,No,29,Yes,Healthcare,8.0,0.0,3.0
1508,Male,Yes,59,No,Executive,0.0,2.0,4.0
1511,Male,Yes,83,No,Lawyer,0.0,2.0,2.0
1514,Female,Yes,39,Yes,Artist,7.0,2.0,5.0
1516,Female,Yes,42,Yes,Artist,5.0,1.0,2.0
1517,Male,Yes,46,Yes,Artist,4.0,1.0,2.0
1518,Male,Yes,63,Yes,Doctor,0.0,2.0,2.0
1525,Male,No,27,No,Entertainment,0.0,0.0,2.0
1526,Female,Yes,87,No,Artist,7.0,2.0,2.0
1527,Female,No,25,No,Healthcare,14.0,0.0,1.0
1528,Male,Yes,61,Yes,Artist,0.0,1.0,4.0
1529,Male,Yes,41,Yes,Artist,1.0,2.0,4.0
1530,Male,Yes,86,Yes,Lawyer,,2.0,2.0
1532,Male,Yes,83,No,Lawyer,0.0,2.0,2.0
1534,Male,Yes,65,Yes,Artist,6.0,1.0,3.0
1535,Female,No,32,No,Healthcare,1.0,0.0,2.0
1536,Female,Yes,41,Yes,Artist,1.0,0.0,1.0
1537,Female,Yes,56,Yes,Artist,0.0,1.0,3.0
1539,Male,Yes,39,Yes,Artist,4.0,1.0,2.0
1540,Female,No,42,No,Artist,2.0,0.0,2.0
1541,Male,Yes,68,Yes,Artist,5.0,2.0,2.0
1544,Male,Yes,43,Yes,Artist,13.0,0.0,1.0
1545,Female,Yes,40,Yes,Artist,3.0,2.0,2.0
1546,Female,Yes,87,No,Entertainment,0.0,2.0,2.0
1547,Male,Yes,43,No,Entertainment,1.0,0.0,2.0
1548,Male,Yes,48,Yes,Doctor,1.0,1.0,3.0
1549,Female,Yes,58,Yes,Marketing,0.0,1.0,2.0
1550,Male,Yes,52,Yes,Artist,,2.0,3.0
1551,Female,No,30,No,Healthcare,14.0,0.0,3.0
1552,Female,Yes,53,Yes,Artist,2.0,0.0,2.0
1553,Female,Yes,56,Yes,Artist,3.0,1.0,3.0
1555,Male,Yes,28,No,Doctor,1.0,0.0,5.0
1557,Male,Yes,62,Yes,Entertainment,1.0,1.0,3.0
1559,Male,Yes,40,Yes,Entertainment,0.0,2.0,2.0
1560,Male,Yes,62,Yes,Entertainment,1.0,0.0,2.0
1561,Male,No,35,Yes,Entertainment,1.0,0.0,2.0
1566,Male,No,40,Yes,Artist,6.0,0.0,2.0
1567,Female,Yes,57,Yes,Artist,0.0,1.0,2.0
1568,Male,Yes,42,Yes,Artist,,1.0,3.0
1569,Male,Yes,35,No,Marketing,1.0,0.0,3.0
1571,Male,No,29,No,Artist,8.0,0.0,5.0
1572,Male,No,26,No,Doctor,0.0,0.0,1.0
1574,Male,Yes,86,Yes,Executive,0.0,0.0,1.0
1577,Male,Yes,74,No,Executive,0.0,2.0,2.0
1578,Male,No,27,No,Artist,1.0,0.0,2.0
1580,Female,No,27,Yes,Healthcare,0.0,0.0,1.0
1581,Male,Yes,39,Yes,Artist,7.0,1.0,2.0
1582,Male,Yes,35,Yes,Entertainment,3.0,1.0,2.0
1584,Female,No,47,Yes,Artist,0.0,0.0,2.0
1585,Female,Yes,36,Yes,Artist,8.0,1.0,2.0
1586,Male,Yes,43,Yes,Artist,4.0,1.0,2.0
1588,Male,Yes,41,Yes,Doctor,0.0,1.0,3.0
1589,Female,No,26,Yes,Artist,9.0,0.0,5.0
1590,Male,Yes,72,Yes,Artist,0.0,2.0,2.0
1591,Male,Yes,59,Yes,Artist,0.0,1.0,2.0
1592,Male,Yes,38,Yes,Entertainment,1.0,1.0,3.0
1593,Male,Yes,72,No,Lawyer,1.0,0.0,2.0
1595,Male,No,41,Yes,Artist,9.0,0.0,1.0
1596,Male,No,25,No,Engineer,9.0,0.0,2.0
1597,Male,No,29,Yes,Artist,,0.0,2.0
1598,Male,Yes,83,Yes,Lawyer,0.0,2.0,2.0
1599,Female,Yes,51,Yes,Engineer,0.0,1.0,4.0
1601,Female,Yes,76,Yes,Artist,0.0,1.0,2.0
1602,Male,Yes,29,Yes,Artist,1.0,0.0,4.0
1610,Male,No,25,Yes,Entertainment,5.0,0.0,2.0
1611,Male,No,46,No,Engineer,1.0,0.0,3.0
1612,Female,No,43,Yes,Artist,7.0,0.0,9.0
1613,Female,Yes,58,Yes,Artist,1.0,1.0,4.0
1614,Male,Yes,41,Yes,Executive,1.0,2.0,4.0
1617,Male,No,29,Yes,Healthcare,9.0,0.0,2.0
1618,Male,No,33,Yes,Healthcare,0.0,0.0,2.0
1619,Female,No,39,Yes,Engineer,14.0,0.0,1.0
1621,Male,Yes,46,Yes,Entertainment,4.0,2.0,4.0
1622,Male,Yes,38,No,Executive,,2.0,6.0
1625,Female,Yes,43,Yes,Entertainment,5.0,1.0,3.0
1626,Male,Yes,53,Yes,Executive,1.0,0.0,4.0
1627,Male,Yes,46,Yes,Artist,,0.0,4.0
1628,Female,Yes,40,Yes,Artist,1.0,1.0,3.0
1629,Male,Yes,71,Yes,Artist,1.0,0.0,2.0
1630,Male,Yes,32,Yes,Marketing,13.0,2.0,4.0
1631,Male,No,41,Yes,Entertainment,9.0,0.0,2.0
1632,Female,No,46,Yes,Entertainment,8.0,0.0,2.0
1635,Male,Yes,25,Yes,Doctor,1.0,1.0,2.0
1636,Female,Yes,52,Yes,Marketing,0.0,0.0,1.0
1637,Male,No,30,Yes,Doctor,9.0,0.0,5.0
1638,Female,Yes,25,Yes,Healthcare,12.0,2.0,2.0
1639,Male,No,32,No,Artist,9.0,0.0,4.0
1640,Female,No,33,No,Doctor,,0.0,4.0
